country,city,name,img,building_page-href,date_start,date_end,floors,tags,description
Taiwan,Taoyuan,Guan lun da guo 7,http://skyscraperpage.com/diagrams/images/64952.gif,http://skyscraperpage.com/cities/?buildingID=93637,null,1995,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,Guan lun da guo 2,http://skyscraperpage.com/diagrams/images/64947.gif,http://skyscraperpage.com/cities/?buildingID=93632,null,1995,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,The Electricity City C,http://skyscraperpage.com/diagrams/images/65237.gif,http://skyscraperpage.com/cities/?buildingID=94980,null,1998,20,Building Uses - residential; Structural Types - highrise,null
Taiwan,Taoyuan,Zhong Zheng Ju Xing,http://skyscraperpage.com/diagrams/images/64904.gif,http://skyscraperpage.com/cities/?buildingID=93630,null,1997,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,IF Center,http://skyscraperpage.com/diagrams/images/64902.gif,http://skyscraperpage.com/cities/?buildingID=93449,null,2010,20,Building Uses - office; Structural Types - highrise; Materials - glass - concrete,"Description
• Design: Artech Architects

"
Taiwan,Taoyuan,Tao Yuan Da Shang B,http://skyscraperpage.com/diagrams/images/65227.gif,http://skyscraperpage.com/cities/?buildingID=95559,null,1999,20,"Building Uses - residential; Structural Types - highrise - hole; Materials - concrete, reinforced",null
Taiwan,Taoyuan,Zhen Ai,http://skyscraperpage.com/diagrams/images/65225.gif,http://skyscraperpage.com/cities/?buildingID=95560,null,1999,20,"Building Uses - residential; Structural Types - highrise; Materials - concrete, reinforced",null
Taiwan,Taoyuan,The Electricity City E,http://skyscraperpage.com/diagrams/images/65235.gif,http://skyscraperpage.com/cities/?buildingID=94982,null,1998,20,Building Uses - residential; Structural Types - highrise,null
Taiwan,Taoyuan,Guan lun da guo 6,http://skyscraperpage.com/diagrams/images/64951.gif,http://skyscraperpage.com/cities/?buildingID=93636,null,1995,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,Monarch Skyline Hotel,http://skyscraperpage.com/diagrams/images/65395.gif,http://skyscraperpage.com/cities/?buildingID=94985,null,2008,20,Building Uses - residential; Structural Types - highrise,
Taiwan,Taoyuan,Tao Yuan Da Shang A,http://skyscraperpage.com/diagrams/images/65226.gif,http://skyscraperpage.com/cities/?buildingID=95558,null,1999,20,"Building Uses - residential; Structural Types - highrise - hole; Materials - concrete, reinforced",null
Taiwan,Taoyuan,Guan lun da guo 3,http://skyscraperpage.com/diagrams/images/64948.gif,http://skyscraperpage.com/cities/?buildingID=93633,null,1995,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,The Electricity City B,http://skyscraperpage.com/diagrams/images/65238.gif,http://skyscraperpage.com/cities/?buildingID=94983,null,1998,20,Building Uses - residential; Structural Types - highrise,null
Taiwan,Taoyuan,Word Trade Empire Tower,http://skyscraperpage.com/diagrams/images/64833.gif,http://skyscraperpage.com/cities/?buildingID=93448,null,1997,20,Building Uses - office; Structural Types - highrise; Materials - glass - concrete,
Taiwan,Taoyuan,Guan lun da guo 5,http://skyscraperpage.com/diagrams/images/64950.gif,http://skyscraperpage.com/cities/?buildingID=93635,null,1995,20,Building Uses - residential; Structural Types - highrise; Materials - concrete,null
Taiwan,Taoyuan,The Electricity City A,http://skyscraperpage.com/diagrams/images/65239.gif,http://skyscraperpage.com/cities/?buildingID=94979,null,1998,20,Building Uses - residential; Structural Types - highrise,null
Taiwan,Taoyuan,Victory Building,http://skyscraperpage.com/diagrams/images/65287.gif,http://skyscraperpage.com/cities/?buildingID=95964,null,1995,20,"Building Uses - office; Structural Types - highrise; Materials - glass - concrete, reinforced",null
